time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,time/fps,train/std,train/n_updates,train/policy_gradient_loss,train/approx_kl,train/value_loss,train/clip_fraction,train/clip_range,train/learning_rate,train/explained_variance,train/entropy_loss,train/loss
37387,860160,336.0,420,60656.180216509994,23,0.42657265067100525,4190,-0.00652023624497815,0.00597738,8571121.49375,0.0548828125,0.2,0.0003,0.003605365753173828,-1.5819467067718507,4349920.5
37472,862208,336.0,421,60757.626942259994,23,0.42659714818000793,4200,-0.006371362069330644,0.005787461,8510670.80625,0.04892578125,0.2,0.0003,0.004416108131408691,-1.573507422581315,4270858.0
37556,864256,336.0,422,60775.44727544001,23,0.4269874095916748,4210,-0.008698581974749686,0.0071000024,8761185.1171875,0.069677734375,0.2,0.0003,0.0054367780685424805,-1.573320795223117,4375386.5
37642,866304,336.0,423,60804.977044909996,23,0.42875680327415466,4220,-0.005714087367232423,0.0059644636,8776784.459375,0.049560546875,0.2,0.0003,0.005451679229736328,-1.5805621068924665,3429082.5
37730,868352,336.0,424,60875.25058736001,23,0.4284327030181885,4230,-0.004754429380409419,0.0045315675,8605515.8109375,0.035791015625,0.2,0.0003,0.00542217493057251,-1.5879027545452118,4447916.0
37818,870400,336.0,425,60893.83256856001,23,0.42895710468292236,4240,-0.006932916348159779,0.005918831,8814432.3734375,0.046533203125,0.2,0.0003,0.006039917469024658,-1.5904846716672183,4387713.0
37905,872448,336.0,426,60900.30533024,23,0.4285310208797455,4250,-0.003901294273964595,0.0310247,8609401.4140625,0.105029296875,0.2,0.0003,0.007310807704925537,-1.5921690873801708,3649548.25
37990,874496,336.0,427,60945.60493617,23,0.42773914337158203,4260,-0.007097727390646469,0.007962032,8458431.640625,0.066748046875,0.2,0.0003,0.007142245769500732,-1.588113509863615,5415752.5
38075,876544,336.0,428,60920.318911739996,23,0.427466481924057,4270,-0.006616040354128927,0.006312985,8549804.4125,0.051611328125,0.2,0.0003,0.008490681648254395,-1.5831116136163472,4589641.0
38159,878592,336.0,429,60934.081817670005,23,0.4267739951610565,4280,-0.007601913677353878,0.007349954,8488179.878125,0.062109375,0.2,0.0003,0.008829891681671143,-1.5798060074448586,3937861.5
38243,880640,336.0,430,60968.49928191999,23,0.4251009523868561,4290,-0.004016001426498406,0.0050795265,8519600.065625,0.028173828125,0.2,0.0003,0.009757637977600098,-1.572764640673995,4764251.0
38328,882688,336.0,431,60938.416627169994,23,0.4238288402557373,4300,-0.008110858207510318,0.0071490165,8517640.16875,0.06865234375,0.2,0.0003,0.009503841400146484,-1.5632317438721657,4919925.0
38411,884736,336.0,432,60934.472194869995,23,0.4231458604335785,4310,-0.009666412185470107,0.0074636387,8373827.7421875,0.06025390625,0.2,0.0003,0.010253846645355225,-1.5560736320912838,3961399.0
38496,886784,336.0,433,60957.46203314999,23,0.4232836663722992,4320,-0.008474900988221633,0.006246127,8571295.0796875,0.064404296875,0.2,0.0003,0.010471820831298828,-1.5531984195113182,3936717.5
38580,888832,336.0,434,60924.88244635,23,0.42435887455940247,4330,-0.009323456091806293,0.007002649,8747263.8484375,0.08193359375,0.2,0.0003,0.011083424091339111,-1.559533155336976,5410086.5
38666,890880,336.0,435,60909.309895289996,23,0.4255388081073761,4340,-0.0075005088830948806,0.0057652276,8357127.60625,0.060693359375,0.2,0.0003,0.01169496774673462,-1.5690629005432128,3639877.5
38751,892928,336.0,436,60985.839224539995,23,0.4257632791996002,4350,-0.006429754168493673,0.0057015307,8381745.953125,0.053271484375,0.2,0.0003,0.011502623558044434,-1.5736279234290123,2987921.5
38840,894976,336.0,437,60933.84274261999,23,0.4263191521167755,4360,-0.00698090490186587,0.005557107,8594329.7375,0.0544921875,0.2,0.0003,0.011109530925750732,-1.5776822559535504,4509264.0
38926,897024,336.0,438,60909.871552799996,23,0.42566409707069397,4370,-0.007232813605514821,0.005322217,8517888.7109375,0.05107421875,0.2,0.0003,0.010956346988677979,-1.5788362104445697,4233333.0
39015,899072,336.0,439,60877.567724289984,23,0.4253401756286621,4380,-0.007476645101269242,0.006772884,8480344.9625,0.066259765625,0.2,0.0003,0.011603236198425293,-1.5734630089253188,3904237.5
39106,901120,336.0,440,60878.00821461,23,0.42622604966163635,4390,-0.00999733241769718,0.0076386817,8732864.8875,0.079736328125,0.2,0.0003,0.014155030250549316,-1.5729215051978827,4350596.5
39200,903168,336.0,441,60861.07107176001,23,0.4255763292312622,4400,-0.004529986764828209,0.0045257164,8552441.078125,0.032958984375,0.2,0.0003,0.014645934104919434,-1.5722586091607809,4561638.0
39292,905216,336.0,442,60848.23297049001,23,0.42684757709503174,4410,-0.008502794537344016,0.00760903,8419007.221875,0.06533203125,0.2,0.0003,0.016432106494903564,-1.572400823608041,4911111.5
39385,907264,336.0,443,60847.95732531,23,0.4264163672924042,4420,-0.006444523096433841,0.0062040016,8499327.021875,0.055029296875,0.2,0.0003,0.01461172103881836,-1.575397064909339,4382048.5
39476,909312,336.0,444,60876.76302168,23,0.4276485741138458,4430,-0.005820079674595036,0.0067691663,8550610.8078125,0.045947265625,0.2,0.0003,0.01557248830795288,-1.5763982951641082,3951201.5
39566,911360,336.0,445,60817.81457582,23,0.4287497103214264,4440,-0.006887132226256654,0.006533339,8541689.959375,0.052099609375,0.2,0.0003,0.016018271446228027,-1.581953579187393,4282348.0
39655,913408,336.0,446,60822.56566903001,23,0.42830637097358704,4450,-0.0038231851052842104,0.0043828925,8361863.021875,0.029638671875,0.2,0.0003,0.016602814197540283,-1.5821504034101963,3520652.5
39740,915456,336.0,447,60836.26647016999,23,0.4258669912815094,4460,-0.0067982729182404,0.0062911883,8365387.509375,0.054150390625,0.2,0.0003,0.016307532787322998,-1.5733716506510973,3497852.0
39824,917504,336.0,448,60882.82656881,23,0.4253343641757965,4470,-0.006658345721371006,0.0058030505,8404107.459375,0.06142578125,0.2,0.0003,0.015465915203094482,-1.5633244369179011,5153308.5
39911,919552,336.0,449,60922.1619059,23,0.4239998161792755,4480,-0.0075672431252314706,0.0077302326,8521079.415625,0.06904296875,0.2,0.0003,0.015596330165863037,-1.5570989284664392,3626604.75
40008,921600,336.0,450,60920.53545422,23,0.4236178398132324,4490,-0.007466751482570544,0.0061114607,8471617.940625,0.043310546875,0.2,0.0003,0.015094578266143799,-1.5504812110215425,5077693.0
40101,923648,336.0,451,60921.29467399,23,0.42331647872924805,4500,-0.006507585509098135,0.006958613,8565027.05,0.0498046875,0.2,0.0003,0.01636660099029541,-1.54737040810287,3802258.25
40194,925696,336.0,452,60851.59806697,23,0.4227842390537262,4510,-0.008163026589318178,0.0058465265,8221734.578125,0.052392578125,0.2,0.0003,0.015747904777526855,-1.5421439848840237,4252113.0
40290,927744,336.0,453,60855.43748380998,23,0.4210963547229767,4520,-0.008368019327463116,0.008190303,8293176.740625,0.08466796875,0.2,0.0003,0.019205927848815918,-1.5323879435658454,4003043.25
40381,929792,336.0,454,60835.421362429995,23,0.4220180809497833,4530,-0.005954342172481119,0.005166365,8442968.85,0.0388671875,0.2,0.0003,0.017459630966186523,-1.5289818968623876,3823014.0
40471,931840,336.0,455,60838.86573150002,23,0.4191732704639435,4540,-0.01017677061026916,0.0072599053,8265287.9015625,0.073583984375,0.2,0.0003,0.016044199466705322,-1.521111360192299,5289138.0
40559,933888,336.0,456,60795.43417732001,23,0.4181765019893646,4550,-0.006764577506692149,0.0069938907,8314006.24375,0.048291015625,0.2,0.0003,0.017436683177947998,-1.5076963014900684,3938865.5
40646,935936,336.0,457,60822.02119475,23,0.4170808494091034,4560,-0.006730415436322801,0.005867523,8531951.7765625,0.05166015625,0.2,0.0003,0.01689392328262329,-1.5017271291464567,4932348.5
40731,937984,336.0,458,60842.58643058,23,0.41502681374549866,4570,-0.008976798597723245,0.0072859805,8354205.159375,0.06650390625,0.2,0.0003,0.017843663692474365,-1.492359187081456,3497193.5
40817,940032,336.0,459,60931.66353471001,23,0.41405948996543884,4580,-0.006741994489857461,0.005610113,8500834.7046875,0.061962890625,0.2,0.0003,0.0181007981300354,-1.4795340985059737,4539541.5
40904,942080,336.0,460,60941.830817789996,23,0.4125390946865082,4590,-0.008658776788797696,0.0063755587,8425899.71875,0.065576171875,0.2,0.0003,0.018310844898223877,-1.4707442477345467,4639423.5
40992,944128,336.0,461,60967.507652479995,23,0.41274306178092957,4600,-0.009073215277749114,0.008370464,8331869.1921875,0.08447265625,0.2,0.0003,0.01867961883544922,-1.4669145051389934,4696240.5
41081,946176,336.0,462,60967.08320780999,23,0.41166722774505615,4610,-0.008189885210595094,0.0064008934,8418833.5359375,0.056787109375,0.2,0.0003,0.017948269844055176,-1.4649737745523452,3945463.75
41170,948224,336.0,463,61012.872844740006,23,0.41114845871925354,4620,-0.01102466087177163,0.0071230545,8362656.178125,0.08193359375,0.2,0.0003,0.019852638244628906,-1.460045960173011,4368532.0
41259,950272,336.0,464,61005.32634505001,23,0.40740886330604553,4630,-0.00558961905335309,0.0064183706,8494333.69375,0.046923828125,0.2,0.0003,0.01861625909805298,-1.4450206588953733,4043944.75
41348,952320,336.0,465,61031.360473060005,23,0.4075566828250885,4640,-0.0049969116545980794,0.005564649,8332941.7875,0.0318359375,0.2,0.0003,0.017755568027496338,-1.4337072055786848,4109239.0
41435,954368,336.0,466,61058.59610993,23,0.4062923491001129,4650,-0.00796750163717661,0.0067025684,8547460.0625,0.060693359375,0.2,0.0003,0.017520487308502197,-1.4314782693982124,5250225.5
41521,956416,336.0,467,61024.66011156,23,0.40602585673332214,4660,-0.005066202767193317,0.00612082,8428263.4640625,0.03935546875,0.2,0.0003,0.017730891704559326,-1.42661317512393,4199360.5
41605,958464,336.0,468,61104.92119022,23,0.40571117401123047,4670,-0.006141804502112791,0.005730235,8365686.834375,0.04638671875,0.2,0.0003,0.01624274253845215,-1.4267311960458755,4696481.0
41691,960512,336.0,469,61173.07946846002,23,0.40482819080352783,4680,-0.0052134360565105455,0.005726811,8324296.8171875,0.047265625,0.2,0.0003,0.01903367042541504,-1.4213682755827903,4163949.5
41779,962560,336.0,470,61250.85685808002,23,0.40442827343940735,4690,-0.010446461800893304,0.008578063,8429525.725,0.0912109375,0.2,0.0003,0.018118679523468018,-1.4163531079888343,3929331.5
41872,964608,336.0,471,61259.7938763,23,0.4014406204223633,4700,-0.006650608863856178,0.005797226,8566669.2578125,0.062646484375,0.2,0.0003,0.018089652061462402,-1.4052449129521847,4362865.0
41961,966656,336.0,472,61246.311288219986,23,0.40008601546287537,4710,-0.007555203286756296,0.006003796,8229907.14375,0.058984375,0.2,0.0003,0.019520103931427002,-1.3900505658239126,3211934.75
42048,968704,336.0,473,61288.26104057,23,0.3994692862033844,4720,-0.008383684235741384,0.0062831286,8376469.809375,0.064501953125,0.2,0.0003,0.018702268600463867,-1.382734203711152,4155870.75
42136,970752,336.0,474,61306.03330773001,23,0.4003354609012604,4730,-0.006234255066374317,0.006030984,8477343.9734375,0.06103515625,0.2,0.0003,0.02210134267807007,-1.3821746319532395,4640911.0
42221,972800,336.0,475,61337.163147659994,23,0.3992139399051666,4740,-0.008464555063983425,0.007168266,8484782.4484375,0.084716796875,0.2,0.0003,0.01956552267074585,-1.3805650774389506,3731825.75
42305,974848,336.0,476,61324.50649329,23,0.4012411832809448,4750,-0.009307531072408892,0.0076012397,8548930.8625,0.070458984375,0.2,0.0003,0.018973708152770996,-1.3838544473052026,3236549.25
42387,976896,336.0,477,61333.22965330001,23,0.4022010266780853,4760,-0.0075236690274323335,0.006030689,8433889.0390625,0.053564453125,0.2,0.0003,0.019598424434661865,-1.3972745545208454,4197120.0
42470,978944,336.0,478,61309.358054690005,23,0.3997710645198822,4770,-0.008205665577406762,0.0076414417,8290937.8421875,0.0654296875,0.2,0.0003,0.019454658031463623,-1.3946395073086024,4415445.0
42559,980992,336.0,479,61342.926892380005,23,0.3994741141796112,4780,-0.008833062632766087,0.0073483307,8219268.0421875,0.059130859375,0.2,0.0003,0.01897597312927246,-1.382542961090803,4036373.5
42652,983040,336.0,480,61334.20427833001,23,0.39919567108154297,4790,-0.004587183258263394,0.005112314,8408157.0109375,0.040185546875,0.2,0.0003,0.018423914909362793,-1.3775697655975818,4457090.5
42744,985088,336.0,481,61392.48265365,23,0.39763930439949036,4800,-0.005509264422289562,0.0047830767,8375181.9859375,0.042626953125,0.2,0.0003,0.01916569471359253,-1.3698834430426359,4416801.0
42838,987136,336.0,482,61371.51958960001,23,0.3963640034198761,4810,-0.008593575854320079,0.007774543,8575004.33125,0.091552734375,0.2,0.0003,0.019390583038330078,-1.3564326338469983,4235155.0
42933,989184,336.0,483,61411.373972119996,23,0.3956786096096039,4820,-0.008266035748238209,0.006961672,8444425.5828125,0.07421875,0.2,0.0003,0.019291400909423828,-1.3490676756948232,4118138.5
43027,991232,336.0,484,61404.90489230999,23,0.395748496055603,4830,-0.008196999985375441,0.006848517,8482909.6359375,0.0669921875,0.2,0.0003,0.02189737558364868,-1.3460288606584072,4914375.5
43123,993280,336.0,485,61438.25825021001,23,0.39478743076324463,4840,-0.006223473847785499,0.0052224216,8345537.1796875,0.050927734375,0.2,0.0003,0.02032250165939331,-1.3416629880666733,4818308.0
43256,995328,336.0,486,61442.867175190004,23,0.3955051898956299,4850,-0.008253086074546445,0.0073109576,8458075.0390625,0.08203125,0.2,0.0003,0.01963484287261963,-1.343300285935402,3737667.75
43388,997376,336.0,487,61397.91831222,22,0.39605021476745605,4860,-0.006443334955838509,0.0075660143,8198598.9671875,0.072509765625,0.2,0.0003,0.01938164234161377,-1.349193112924695,3432904.75
43495,999424,336.0,488,61453.443095710005,22,0.3967982828617096,4870,-0.0059664660366252065,0.006327102,8303112.640625,0.05712890625,0.2,0.0003,0.01936793327331543,-1.353307431191206,3857921.0
43588,1001472,336.0,489,61473.422972340006,22,0.3968014717102051,4880,-0.007980821934324922,0.0060336,8353385.9671875,0.04912109375,0.2,0.0003,0.01957756280899048,-1.35353372246027,4175672.75
